VesselName	ShipType	IMO	Built	DWT	Destination	ETA
SPICA J	CONTAINER SHIP	9355460	2007	10700	BREVIK	10 March 2015 06:00
YM SINGAPORE	CONTAINER SHIP	9256224	2004	44000	SAVANNAH	10 March 2015 06:00
ICE RUNNER	CONTAINER SHIP	9440605	2008	8040	ROTTERDAM	10 March 2015 06:00
LESOTHO	CONTAINER SHIP	9162485	1997	81819	VERACRUZ	10 March 2015 06:00
HYUNDAI TACOMA	CONTAINER SHIP	9385001	2008	79000	OAKLAND	10 March 2015 05:50
SPIRIT OF SYDNEY	CONTAINER SHIP	9391672	2007	44000	AUCKLAND	10 March 2015 05:00
MARUS	CONTAINER SHIP	9110559	1996	3950	ROTTERDAM	10 March 2015 05:00
PIONEER BAY	CONTAINER SHIP	9164550	1999	5550	ROTTERDAM	10 March 2015 04:30
SANTA RICARDA	CONTAINER SHIP	9227314	2002	52800	LIVORNO	10 March 2015 04:00
DERBY D	CONTAINER SHIP	9278117	2004	159460	CHARLESTON	10 March 2015 04:00
HYUNDAI HONGKONG	CONTAINER SHIP	9305661	2006	79000	PUSAN	10 March 2015 04:00
ZIM BEIJING	CONTAINER SHIP	9289544	2005	67170	NORFOLK	10 March 2015 04:00
MARE SICULUM	CONTAINER SHIP	9169134	1998	52357	PIRAEUS	10 March 2015 04:00
OLIVIA MAERSK	CONTAINER SHIP	9251638	2003	31410	PHILADELPHIA	10 March 2015 03:00
MAERSK KENSINGTON	CONTAINER SHIP	9333010	2008	76000	HOUSTON	10 March 2015 02:30
TRANSANUND	CONTAINER SHIP	9349215	2007	9500	ROTTERDAM	10 March 2015 02:00
MAERSK DUBROVNIK	CONTAINER SHIP	9320685	2007	53900	HALIFAX	10 March 2015 02:00
TIANJIN	CONTAINER SHIP	9398462	2009	113900	NEW YORK	10 March 2015 01:00
APL OMAN	CONTAINER SHIP	9400124	2009	63300	NEWARK	10 March 2015 01:00
EMPIRE	CONTAINER SHIP	9387425	2009	22000	GAVLE	10 March 2015 01:00
MSC DIEGO	CONTAINER SHIP	9202649	1999	56889	SINES	10 March 2015 00:30
SOUTHERN MOANA	CONTAINER SHIP	9167435	1998	13064	AUCKLAND	10 March 2015 00:01
AALDERDIJK	CONTAINER SHIP	9491496	2010	0	ST PETERSBURG	10 March 2015 00:00
MAERSK BALI	CONTAINER SHIP	9394870	2008	0	ALGECIRAS	09 March 2015 23:00
MEDOCEAN	CONTAINER SHIP	9395020	2006	18700	PORT EVERGLADES	09 March 2015 23:00
CITY OF HANOI	CONTAINER SHIP	9134634	1997	23040	NASSAU	09 March 2015 22:00
EEMSDIJK	CONTAINER SHIP	9295531	2007	12000	ALGER	09 March 2015 22:00
MSC MARGARITA	CONTAINER SHIP	9238741	2002	67700	NAPOLI	09 March 2015 22:00
HYUNDAI VOYAGER	CONTAINER SHIP	9347580	2008	62000	SAVANNAH	09 March 2015 22:00
JAZAN	CONTAINER SHIP	9349540	2008	77000	PORT SAID	09 March 2015 22:00
BF PHILIPP	CONTAINER SHIP	9123324	1996	6850	CAGLIARI	09 March 2015 22:00
MOL EXCELLENCE	CONTAINER SHIP	9251377	2003	50800	OAKLAND	09 March 2015 21:00
OOCL TIANJIN	CONTAINER SHIP	9285471	2005	99600	FOS	09 March 2015 21:00
HELGOLAND TRADER	CONTAINER SHIP	9138305	1998	33919	CONAKRY	09 March 2015 20:00
CMA CGM HYDRA	CONTAINER SHIP	9356309	2009	115000	LE HAVRE	09 March 2015 20:00
VINCENTTHOMAS BRIDGE	CONTAINER SHIP	9292266	2005	54740	NAGOYA	09 March 2015 19:45
LEYLA KALKAVAN	CONTAINER SHIP	9236286	2002	12000	ANTWERP	09 March 2015 19:30
MARY SCHULTE	CONTAINER SHIP	9313931	2007	53201	ASHDOD	09 March 2015 19:00
MAERSK KITHIRA	CONTAINER SHIP	9215323	2001	87343	SUEZ CANAL	09 March 2015 19:00
SUEZ CANAL BRIDGE	CONTAINER SHIP	9230311	2002	69000	NEW YORK	09 March 2015 19:00
MSC MADRID	CONTAINER SHIP	9480198	2011	0	ANTWERP	09 March 2015 19:00
JOANNA BORCHARD	CONTAINER SHIP	9354387	2007	11200	HAIFA	09 March 2015 19:00
DOLE COLOMBIA	CONTAINER SHIP	9185293	1999	30106	WILMINGTON	09 March 2015 19:00
HEIDELBERG EXPRESS	CONTAINER SHIP	8711370	1989	45977	CAGLIARI	09 March 2015 18:00
CONTAINERSHIPS 6	CONTAINER SHIP	9188518	1999	11660	HELSINKI	09 March 2015 18:00
MSC MESSINA	CONTAINER SHIP	9074042	1995	63014	ADELAIDE	09 March 2015 17:30
SIMON STEVIN	CONTAINER SHIP	9622681	0	0	OOSTENDE	09 March 2015 17:00
MOL MAXIM	CONTAINER SHIP	9424936	2010	0	JACKSONVILLE	09 March 2015 16:30
CHUAN HE	CONTAINER SHIP	9120798	1997	69285	BRISBANE	09 March 2015 16:30
ARCANGELO	CONTAINER SHIP	8909094	1990	18235	CAGLIARI	09 March 2015 16:00
MAERSK CALIFORNIA	CONTAINER SHIP	8820195	1992	25275	ISKENDERUN	09 March 2015 16:00
NILEDUTCH IMPALA	CONTAINER SHIP	9241451	2003	34100	ANTWERP	09 March 2015 16:00
DUBAI EXPRESS	CONTAINER SHIP	9301782	2006	50500	CHARLESTON	09 March 2015 16:00
CAP MANUEL	CONTAINER SHIP	9436434	2008	41500	MELBOURNE	09 March 2015 15:30
MSC JEMIMA	CONTAINER SHIP	9051478	1994	36887	NORFOLK	09 March 2015 15:00
SERENA P	CONTAINER SHIP	9317913	2006	66800	KINGSTON	09 March 2015 15:00
ENDURANCE	CONTAINER SHIP	9312200	2005	9500	ANTWERP	09 March 2015 14:00
MAERSK ERVING	CONTAINER SHIP	9463023	2010	0	GOTEBORG	09 March 2015 13:00
WEC VAN GOGH	CONTAINER SHIP	9246566	2004	11200	GDANSK	09 March 2015 12:00
ENDEAVOR	CONTAINER SHIP	9312195	2005	9500	LIVERPOOL	09 March 2015 12:00
CMA CGM NORMA	CONTAINER SHIP	9299812	2006	117800	VALENCIA	09 March 2015 12:00
BF CARODA	CONTAINER SHIP	9297618	2004	11200	TANGER	09 March 2015 12:00
BOMAR VANQUISH	CONTAINER SHIP	9242625	2001	22300	BREMERHAVEN	09 March 2015 12:00
COSCO TIANJIN	CONTAINER SHIP	9300324	2005	66100	SHANGHAI	09 March 2015 12:00
MSC RAVENNA	CONTAINER SHIP	9484431	2011	0	GIOIA TAURO	09 March 2015 11:30
NORDIC LUEBECK	CONTAINER SHIP	9483683	2011	0	CATANIA	09 March 2015 11:00
EMOTION	CONTAINER SHIP	9359258	2008	22000	BREMERHAVEN	09 March 2015 11:00
LIVORNO EXPRESS	CONTAINER SHIP	8905969	1991	43714	MARSAXLOKK	09 March 2015 11:00
NYK OCEANUS	CONTAINER SHIP	9312975	2007	99500	HONG KONG	09 March 2015 11:00
LAURA MAERSK	CONTAINER SHIP	9190731	2001	63200	TANGER	09 March 2015 10:30
MSC LEANNE	CONTAINER SHIP	8618310	1989	60639	PORT EVERGLADES	09 March 2015 10:00
MSC TORONTO	CONTAINER SHIP	9299525	2006	101000	NEW YORK	09 March 2015 10:00
MSC LIVORNO	CONTAINER SHIP	9461427	2011	0	VALENCIA	09 March 2015 09:30
MAMRY	CONTAINER SHIP	9327669	2006	39100	HAMBURG	09 March 2015 09:00
K WAVE	CONTAINER SHIP	9414137	2007	8200	VALENCIA	09 March 2015 09:00
ZAMBIA	CONTAINER SHIP	9168324	1998	82171	NAPOLI	09 March 2015 09:00
CSCL BRISBANE	CONTAINER SHIP	9290139	2005	50500	BRISBANE	09 March 2015 08:00
ANTJE RUSS	CONTAINER SHIP	9186405	1998	6650	HELSINKI	09 March 2015 08:00
HORIZON ENTERPRISE	CONTAINER SHIP	7617905	1980	31477	HONOLULU	09 March 2015 07:30
SOPHIA	CONTAINER SHIP	9433456	2009	9500	SETUBAL	09 March 2015 07:00
COSCO XIAMEN	CONTAINER SHIP	9300300	2005	66500	SEATTLE	09 March 2015 07:00
LS EVANNE	CONTAINER SHIP	9519614	0	0	ANTWERP	09 March 2015 07:00
EVER SIGMA	CONTAINER SHIP	9300398	2005	78200	ALEXANDRIA	09 March 2015 06:00
HS DISCOVERER	CONTAINER SHIP	9243590	2003	35600	TANGER	09 March 2015 06:00
MISTRAL	CONTAINER SHIP	9376024	2008	11200	HALMSTAD	09 March 2015 06:00
MSC ADRIATIC	CONTAINER SHIP	9214226	2001	67500	NORFOLK	09 March 2015 06:00
DS BLUE OCEAN	CONTAINER SHIP	9341976	2007	18500	SETUBAL	09 March 2015 06:00
MSC ANS	CONTAINER SHIP	9282261	2004	55000	LONG BEACH	09 March 2015 06:00
MOL PRESENCE	CONTAINER SHIP	9444273	2008	0	BREMERHAVEN	09 March 2015 05:30
NORDIC BREMEN	CONTAINER SHIP	9483695	2011	0	HELSINKI	09 March 2015 05:00
CANOPUS	CONTAINER SHIP	9319868	2004	10158	BELFAST	09 March 2015 05:00
SKYLINE	CONTAINER SHIP	9202259	1999	7114	FOS	09 March 2015 04:00
ECLIPS	CONTAINER SHIP	9126924	1997	12060	ALGECIRAS	09 March 2015 04:00
MARGUERITE A	CONTAINER SHIP	9305893	2005	18400	GENOVA	09 March 2015 04:00
MANUKAI	CONTAINER SHIP	9244130	2003	30000	HONOLULU	09 March 2015 03:30
OOCL LONDON	CONTAINER SHIP	9417268	2010	99000	SEATTLE	09 March 2015 03:20
BELGICA	CONTAINER SHIP	9149304	1997	34015	DAKAR	09 March 2015 03:00
CHOPIN	CONTAINER SHIP	9449120	2010	0	LE HAVRE	09 March 2015 03:00
ATHENA	CONTAINER SHIP	9275361	2003	34500	PORT SAID	09 March 2015 03:00
VERA D	CONTAINER SHIP	9290177	2004	22300	LISBOA	09 March 2015 02:00
WES JANINE	CONTAINER SHIP	9504073	2010	0	ST PETERSBURG	09 March 2015 02:00
ANDROMEDA J	CONTAINER SHIP	9355422	2006	10500	ROTTERDAM	09 March 2015 01:00
HYUNDAI GLOBAL	CONTAINER SHIP	9393022	2009	95810	PUSAN	09 March 2015 01:00
MAERSK KINGSTON	CONTAINER SHIP	9244934	2003	81094	SINES	09 March 2015 01:00
JPO CANOPUS	CONTAINER SHIP	9295402	2005	52786	BALBOA	09 March 2015 01:00
BLACKPOOL TOWER	CONTAINER SHIP	9367827	2008	0	ANTWERP	09 March 2015 00:01
FRISIA ALLER	CONTAINER SHIP	9347982	2007	13700	MELBOURNE	09 March 2015 00:00
PISCES LEADER	CONTAINER SHIP	9676876	0	0	BREMERHAVEN	09 March 2015 00:00
RBD DALMATIA	CONTAINER SHIP	9339076	2007	8400	ALGECIRAS	09 March 2015 00:00
PHILIPP	CONTAINER SHIP	9353735	2008	10600	DUBLIN	08 March 2015 23:00
OELAND	CONTAINER SHIP	9277400	2003	8900	GDYNIA	08 March 2015 23:00
MEDITERRANEAN SEA	CONTAINER SHIP	9348194	2006	24200	TANGER	08 March 2015 20:00
SIRIUS	CONTAINER SHIP	9127801	1998	25003	MERSIN	08 March 2015 19:00
MSC CAROLE	CONTAINER SHIP	8618308	1989	60640	PHILADELPHIA	08 March 2015 19:00
PAGO	CONTAINER SHIP	9418640	2009	41500	TANGER	08 March 2015 18:00
ANL ELANORA	CONTAINER SHIP	9334820	2007	23400	BRISBANE	08 March 2015 18:00
YM MOBILITY	CONTAINER SHIP	9457737	2010	0	LE HAVRE	08 March 2015 18:00
KING BASIL	CONTAINER SHIP	9357808	2008	24200	PORT SAID	08 March 2015 17:30
MSC ROSA M	CONTAINER SHIP	9461398	2010	0	PORT SAID	08 March 2015 16:30
STADT FLENSBURG	CONTAINER SHIP	9235610	2003	12900	ANTWERP	08 March 2015 16:00
DOLE CHILE	CONTAINER SHIP	9185281	1999	30600	SANTA MARTA	08 March 2015 16:00
NAVEGANTES EXPRESS	CONTAINER SHIP	9216999	2001	68415	ALEXANDRIA	08 March 2015 16:00
HS HUMBOLDT	CONTAINER SHIP	9292151	2004	66762	ANTWERP	08 March 2015 15:00
J H IION	CONTAINER SHIP	9312999	2008	99000	PORT SAID	08 March 2015 15:00
LANTAU ARROW	CONTAINER SHIP	9220067	2001	15315	HAMBURG	08 March 2015 14:00
CSCL SPRING	CONTAINER SHIP	9645853	0	0	LOS ANGELES	08 March 2015 13:30
FRISIA WISMAR	CONTAINER SHIP	9311830	2004	33900	VITORIA	08 March 2015 13:20
VIOLETTA	CONTAINER SHIP	9344710	2007	22300	ST PETERSBURG	08 March 2015 13:00
MSC LORETTA	CONTAINER SHIP	9230490	2002	85250	LAS PALMAS	08 March 2015 12:30
JPO VULPECULA	CONTAINER SHIP	9430789	2010	0	LE HAVRE	08 March 2015 12:00
CAROLINE SCHULTE	CONTAINER SHIP	9231470	2001	34717	ALGECIRAS	08 March 2015 12:00
HEBE	CONTAINER SHIP	9334375	2008	42200	BRISBANE	08 March 2015 12:00
FINNLANDIA	CONTAINER SHIP	9315032	2004	10950	ANTWERP	08 March 2015 12:00
MAERSK NEWPORT	CONTAINER SHIP	9356127	2008	33500	ALGECIRAS	08 March 2015 11:30
RUTH BORCHARD	CONTAINER SHIP	9212034	2000	15315	DUBLIN	08 March 2015 11:00
MSC MARIA LAURA	CONTAINER SHIP	8616520	1988	42513	MONTREAL	08 March 2015 11:00
STRATEGIC UNITY	CONTAINER SHIP	9648099	0	0	BRUNSBUTTEL	08 March 2015 10:00
ANALENA	CONTAINER SHIP	9326990	2006	11200	ALGER	08 March 2015 10:00
ZIM ONTARIO	CONTAINER SHIP	9400136	2009	63300	SAVANNAH	08 March 2015 09:00
NISSOS KYTHNOS	CONTAINER SHIP	9592252	0	0	SAN FRANCISCO	08 March 2015 09:00
MARFRET MARAJO	CONTAINER SHIP	9431630	2009	17200	ROUEN	08 March 2015 08:00
NILEDUTCH DURBAN	CONTAINER SHIP	9294513	2006	33400	LEIXOES	08 March 2015 08:00
CONMAR ELBE	CONTAINER SHIP	9244180	2001	8000	ROTTERDAM	08 March 2015 08:00
WARNOW VAQUITA	CONTAINER SHIP	9437191	2009	17200	LE HAVRE	08 March 2015 07:00
OOCL ITALY	CONTAINER SHIP	9367205	2007	67300	LOS ANGELES	08 March 2015 06:00
MINERVA	CONTAINER SHIP	9320142	2005	37900	GENOVA	08 March 2015 06:00
CMA CGM AZURE	CONTAINER SHIP	9324851	2007	52000	GENOVA	08 March 2015 06:00
FLINTERCAPE	CONTAINER SHIP	9365984	2008	9500	BILBAO	08 March 2015 06:00
HANSE RELIANCE	CONTAINER SHIP	9347786	2006	11500	NING BO	08 March 2015 06:00
PASSAT	CONTAINER SHIP	9326964	2005	11200	LIVORNO	08 March 2015 06:00
HANJIN PRETORIA	CONTAINER SHIP	9232113	2002	52700	OAKLAND	08 March 2015 06:00
ELISABETH	CONTAINER SHIP	9219862	2000	6840	HAMBURG	08 March 2015 05:00
APL KOREA	CONTAINER SHIP	9074535	1995	66520	OAKLAND	08 March 2015 04:00
HANSE SPIRIT	CONTAINER SHIP	9302255	2005	9500	TYNE	08 March 2015 04:00
MSC FORTUNATE	CONTAINER SHIP	9112272	1996	68537	HAIFA	08 March 2015 03:00
SONDERBORG STRAIT	CONTAINER SHIP	9454242	2010	13760	HAMBURG	08 March 2015 03:00
CMA CGM SAMSON	CONTAINER SHIP	9436379	2010	99000	NEW YORK	08 March 2015 02:30
REBECCA BORCHARD	CONTAINER SHIP	9365972	2008	9500	VALENCIA	08 March 2015 00:30
CLASSICA	CONTAINER SHIP	9143245	1998	30300	LE HAVRE	08 March 2015 00:30
MAERSK DENVER	CONTAINER SHIP	9332999	2007	76000	ALGECIRAS	07 March 2015 23:30
HANSA CLOPPENBURG	CONTAINER SHIP	9357860	2007	23400	DAMIETTA	07 March 2015 23:00
SS MAUI	CONTAINER SHIP	7602338	1978	26665	HONOLULU	07 March 2015 22:00
NEVZAT KALKAVAN	CONTAINER SHIP	9365867	2009	0	SAVANNAH	07 March 2015 21:30
EVER SUPERB	CONTAINER SHIP	9300427	2006	78200	KAO HSIUNG	07 March 2015 21:00
CSCL LONGBEACH	CONTAINER SHIP	9314258	2007	108330	SUEZ CANAL	07 March 2015 20:00
ANNA SCHEPERS	CONTAINER SHIP	9154218	1997	34083	GIBRALTAR	07 March 2015 20:00
TAURUS J	CONTAINER SHIP	9248916	2002	18400	SKIKDA	07 March 2015 19:00
SANTIAGO EXPRESS	CONTAINER SHIP	8208268	1984	33997	ORAN	07 March 2015 19:00
SVEND MAERSK	CONTAINER SHIP	9166778	1999	104696	QINGDAO GANG	07 March 2015 19:00
MSC MANDY	CONTAINER SHIP	8918966	1993	47120	LAS PALMAS	07 March 2015 18:30
CMA CGM MUSSET	CONTAINER SHIP	9406611	2009	0	SOUTHAMPTON	07 March 2015 18:30
SCI MUMBAI	CONTAINER SHIP	9419539	2008	0	GIOIA TAURO	07 March 2015 18:00
CIELO DI CASABLANCA	CONTAINER SHIP	9143879	1998	9950	TANGER	07 March 2015 18:00
APL PEARL	CONTAINER SHIP	9139737	1998	64145	DAMIETTA	07 March 2015 17:00
MARIE MAERSK	CONTAINER SHIP	9619933	0	0	SUEZ CANAL	07 March 2015 17:00
BULL HUNTER	CONTAINER SHIP	9292242	2004	54750	CHARLESTON	07 March 2015 16:30
PATRICIA SCHULTE	CONTAINER SHIP	9294185	2006	39421	AUCKLAND	07 March 2015 16:00
DELTA RANGER	CONTAINER SHIP	9215311	2001	87343	PORT SAID	07 March 2015 16:00
OOCL SHENZHEN	CONTAINER SHIP	9243394	2003	99518	LONG BEACH	07 March 2015 15:00
RUTH	CONTAINER SHIP	9376036	2008	11200	BREMERHAVEN	07 March 2015 14:00
CRISTINA A	CONTAINER SHIP	9337365	2007	21780	ASHDOD	07 March 2015 13:30
NORDIC STANI	CONTAINER SHIP	9483671	2011	0	RIGA	07 March 2015 13:00
CPO RUSSIA	CONTAINER SHIP	9353125	2008	28500	BILBAO	07 March 2015 13:00
NORTHERN JASPER	CONTAINER SHIP	9466960	2010	115000	VALENCIA	07 March 2015 12:30
WEC DALI	CONTAINER SHIP	9237371	2001	11200	VIGO	07 March 2015 12:00
MAERSK LINS	CONTAINER SHIP	9527025	0	0	ROTTERDAM	07 March 2015 11:30
MSC EMMA	CONTAINER SHIP	9275646	2003	55000	GIBRALTAR	07 March 2015 11:00
MSC VERONIQUE	CONTAINER SHIP	8618293	1989	60900	GIOIA TAURO	07 March 2015 11:00
MARIVIA	CONTAINER SHIP	9228576	2001	30740	ALGECIRAS	07 March 2015 11:00
BROOKLYN BRIDGE	CONTAINER SHIP	9458999	2010	0	NAGOYA	07 March 2015 10:00
JUDITH BORCHARD	CONTAINER SHIP	9237369	2001	11200	GENOVA	07 March 2015 10:00
E.R. WILHELMSHAVEN	CONTAINER SHIP	9246310	2002	33800	ADELAIDE	07 March 2015 09:30
HUNZE TRADER	CONTAINER SHIP	9430064	2008	11500	CHIBA	07 March 2015 09:30
APL TOURMALINE	CONTAINER SHIP	9082336	1996	59780	CHARLESTON	07 March 2015 09:00
SOUTHERN LILY	CONTAINER SHIP	9404613	2009	14000	AUCKLAND	07 March 2015 08:00
ALEXANDER MAERSK	CONTAINER SHIP	9164237	1998	17375	MARSAXLOKK	07 March 2015 08:00
HH NORTH	CONTAINER SHIP	9151876	1998	8965	MARSAXLOKK	07 March 2015 08:00
MSC MIRELLA	CONTAINER SHIP	8709640	1989	25904	VALENCIA	07 March 2015 08:00
HAMBURG	CONTAINER SHIP	9332860	2009	79000	PORT SAID	07 March 2015 08:00
DS NATIONAL	CONTAINER SHIP	9215842	2001	80000	NING BO	07 March 2015 07:00
THIRA	CONTAINER SHIP	9134490	1997	28370	VALENCIA	07 March 2015 07:00
MAERSK TUKANG	CONTAINER SHIP	9334686	2008	100000	MARSAXLOKK	07 March 2015 06:40
RIJNBORG	CONTAINER SHIP	9355812	2007	16450	HAMBURG	07 March 2015 06:00
MEKONG RIVER	CONTAINER SHIP	9378931	2008	13760	BRISBANE	07 March 2015 06:00
LANGENESS	CONTAINER SHIP	9301134	2006	17650	KALININGRAD	07 March 2015 06:00
CAP HARRIETT	CONTAINER SHIP	9440784	2009	59000	ALEXANDRIA	07 March 2015 06:00
ASIAN MOON	CONTAINER SHIP	9359117	2006	13698	KINGSTON	07 March 2015 05:00
ZIM CHICAGO	CONTAINER SHIP	9398424	2009	0	KINGSTON	07 March 2015 05:00
VALENTINA	CONTAINER SHIP	9344722	2007	22300	ARHUS	07 March 2015 05:00
HS BERLIOZ	CONTAINER SHIP	9315343	2007	44985	DAKAR	07 March 2015 04:00
WESTWOOD DISCOVERY	CONTAINER SHIP	9162253	1998	30081	TACOMA	07 March 2015 03:00
KRISTIN SCHEPERS	CONTAINER SHIP	9404089	2008	9400	OSLO	07 March 2015 03:00
MITO STRAIT	CONTAINER SHIP	9319571	2006	13950	HAMBURG	07 March 2015 03:00
HANSE VISION	CONTAINER SHIP	9302243	2005	9604	KIEL	07 March 2015 02:00
CMA CGM ALASKA	CONTAINER SHIP	9469572	2012	0	LONG BEACH	07 March 2015 00:00
MSC PANAMA	CONTAINER SHIP	9231781	2002	54760	FELIXSTOWE	06 March 2015 23:59
MSC MATILDE	CONTAINER SHIP	9181663	1999	67000	PIRAEUS	06 March 2015 23:30
GERD SIBUM	CONTAINER SHIP	9121895	1998	5272	VLISSINGEN (FLUSHING)	06 March 2015 23:00
MERITO	CONTAINER SHIP	9167942	1998	14380	ALGER	06 March 2015 22:30
CHARLOTTA B	CONTAINER SHIP	9432232	2008	16950	HAMBURG	06 March 2015 22:00
MSC ULSAN	CONTAINER SHIP	9243306	2002	51020	LAS PALMAS	06 March 2015 21:00
APL SHANGHAI	CONTAINER SHIP	9431824	2010	0	JACKSONVILLE	06 March 2015 19:00
CMA CGM DON GIOVANNI	CONTAINER SHIP	9305506	2006	101000	SAVANNAH	06 March 2015 18:30
MSC KATIE	CONTAINER SHIP	9467457	2011	0	SUEZ CANAL	06 March 2015 18:30
MSC CAPELLA	CONTAINER SHIP	9465289	2010	0	PORT SAID	06 March 2015 18:30
FENJA	CONTAINER SHIP	9287716	2003	8700	LE HAVRE	06 March 2015 18:00
CMA CGM MAGELLAN	CONTAINER SHIP	9454424	2010	0	SUEZ CANAL	06 March 2015 18:00
WARNOW BELUGA	CONTAINER SHIP	9437127	2008	17200	PORT SAID	06 March 2015 17:00
SANTA GIORGINA	CONTAINER SHIP	9141792	1997	30202	GIOIA TAURO	06 March 2015 17:00
E.R. VISBY	CONTAINER SHIP	9448695	2009	13760	ROTTERDAM	06 March 2015 16:00
MOZART	CONTAINER SHIP	9337274	2007	39420	TANGER	06 March 2015 15:45
E.R. RIGA	CONTAINER SHIP	9448669	2009	13760	ST PETERSBURG	06 March 2015 15:00
VICTORIA	CONTAINER SHIP	9290165	2004	22300	DAMIETTA	06 March 2015 13:00
MIRIAM BORCHARD	CONTAINER SHIP	9436202	2008	9300	BARCELONA	06 March 2015 13:00
MAERSK WISCONSIN	CONTAINER SHIP	9193252	2000	62242	PORT SAID	06 March 2015 12:00
TROENSE MAERSK	CONTAINER SHIP	8820004	1992	21825	ALGECIRAS	06 March 2015 12:00
ROTTERDAM BRIDGE	CONTAINER SHIP	9224324	2001	50500	CHARLESTON	06 March 2015 11:00
PACHUCA	CONTAINER SHIP	9344253	2005	8500	ROTTERDAM	06 March 2015 11:00
MOL EXPERIENCE	CONTAINER SHIP	9333838	2007	53790	LOS ANGELES	06 March 2015 11:00
SERENADA	CONTAINER SHIP	9201865	1999	3820	LIMASSOL	06 March 2015 10:00
RIODEJANEIRO EXPRESS	CONTAINER SHIP	9301847	2007	50500	LOS ANGELES	06 March 2015 09:00
LAUST MAERSK	CONTAINER SHIP	9190743	2001	63200	BRISBANE	06 March 2015 08:30
NYK DAEDALUS	CONTAINER SHIP	9337614	2007	65867	PANAMA CANAL	06 March 2015 08:00
APL ARABIA	CONTAINER SHIP	9196890	2000	66895	BRISBANE	06 March 2015 08:00
MSC ZEBRA	CONTAINER SHIP	9231157	2001	33220	PORT EVERGLADES	06 March 2015 08:00
WAN HAI 225	CONTAINER SHIP	9074468	1994	23792	CHIBA	06 March 2015 07:30
NORTHERN GRANDOUR	CONTAINER SHIP	9147095	1998	63515	NAGOYA	06 March 2015 06:30
LANA	CONTAINER SHIP	9484522	2010	0	SAVANNAH	06 March 2015 06:00
STADT MARBURG	CONTAINER SHIP	9450911	2009	50500	BRISBANE	06 March 2015 06:00
MOL EFFICIENCY	CONTAINER SHIP	9251365	2003	53822	TOKYO	06 March 2015 05:00
MAERSK ATLANTA	CONTAINER SHIP	9348649	2006	80000	NORFOLK	06 March 2015 05:00
HELGAFELL	CONTAINER SHIP	9306017	2005	11200	ARHUS	06 March 2015 05:00
SHASTA	CONTAINER SHIP	9134684	1997	22420	ANTWERP	06 March 2015 04:00
MSC ROMA	CONTAINER SHIP	9304447	2006	108200	LONG BEACH	06 March 2015 04:00
COSCO DEVELOPMENT	CONTAINER SHIP	9472139	2011	0	LOS ANGELES	06 March 2015 04:00
HORIZON TACOMA	CONTAINER SHIP	8419154	1987	21291	TACOMA	06 March 2015 04:00
HOPE	CONTAINER SHIP	8718110	1989	45570	SANTOS	06 March 2015 03:00
JORK	CONTAINER SHIP	9234991	2001	11385	BREMERHAVEN	06 March 2015 03:00
SEATTLE EXPRESS	CONTAINER SHIP	9450375	2009	0	TACOMA	06 March 2015 01:00
OOCL HOUSTON	CONTAINER SHIP	9355757	2007	50500	BRISBANE	06 March 2015 01:00
SAFMARINE BAYETE	CONTAINER SHIP	9355355	2008	50000	ALGECIRAS	06 March 2015 00:30
BJORG	CONTAINER SHIP	9231834	2001	11386	ALGECIRAS	06 March 2015 00:00
CHISWICK BRIDGE	CONTAINER SHIP	9224544	2001	71362	TACOMA	06 March 2015 00:00
SUEDEROOG	CONTAINER SHIP	9256327	2004	18000	ST PETERSBURG	05 March 2015 23:00
BERTA	CONTAINER SHIP	9184225	2004	8252	HAMBURG	05 March 2015 23:00
BLACK EAGLE	CONTAINER SHIP	8124371	1983	32709	YOKOHAMA	05 March 2015 23:00
VIRGINIA BRIDGE	CONTAINER SHIP	9292242	2004	54750	CHARLESTON	05 March 2015 22:00
NYK DIANA	CONTAINER SHIP	9337688	2008	67000	OAKLAND	05 March 2015 21:00
HH WEST	CONTAINER SHIP	9145243	1998	8937	MARSEILLE	05 March 2015 20:00
PATRICIA RICKMERS	CONTAINER SHIP	9160396	1998	30781	MERSIN	05 March 2015 19:00
NYSTED MAERSK	CONTAINER SHIP	9220897	2001	30420	THESSALONIKI	05 March 2015 18:00
WEC VAN EYCK	CONTAINER SHIP	9354404	2006	11390	MARSAXLOKK	05 March 2015 18:00
TABEA	CONTAINER SHIP	9294812	2006	67970	PORT EVERGLADES	05 March 2015 17:00
MOL BRILLIANCE	CONTAINER SHIP	9685334	0	0	PORT SAID	05 March 2015 16:30
MAERSK KALAMATA	CONTAINER SHIP	9244946	2003	81094	GIOIA TAURO	05 March 2015 16:30
MSC ANTIGUA	CONTAINER SHIP	9619476	0	0	PORT SAID	05 March 2015 16:00
HANJIN GOLD	CONTAINER SHIP	9502960	2012	0	PORT SAID	05 March 2015 15:00
EPIC CALEDONIA	CONTAINER SHIP	9698290	0	0	LEIXOES	05 March 2015 14:00
HERM J	CONTAINER SHIP	9328651	2005	8500	VALENCIA	05 March 2015 12:00
LETO	CONTAINER SHIP	9311880	2006	42850	CHARLESTON	05 March 2015 10:00
JONNI RITSCHER	CONTAINER SHIP	9333383	2006	22300	CHARLESTON	05 March 2015 09:00
APL CORAL	CONTAINER SHIP	9139749	1998	64145	NORFOLK	05 March 2015 09:00
WASHINGTON EXPRESS	CONTAINER SHIP	9243198	2003	39000	NORFOLK	05 March 2015 09:00
